== pl
pricing.models.2.price	½ stałej opłaty + 1,5%
pricing.models.2.desc	Połowa subskrypcji plus niewielki procent — równowaga między dwoma modelami.
pricing.footnote	Okres próbny nie wymaga karty. Model płatności i liczbę miejsc możesz zmienić w aplikacji w każdej chwili. Ceny nie zawierają VAT: podatek jest obliczany przy płatności dla Twojego kraju.
faq.label	pytania
faq.title	O to ludzie pytają najczęściej
faq.items.0.q	Co obejmuje okres próbny?
faq.items.0.a	Pełny dostęp do wszystkich modułów przez 30 dni. Karta nie jest potrzebna — jeśli to nie dla Ciebie, po prostu nie odnawiasz.
faq.items.1.q	Czy moi klienci zobaczą reklamy innych studiów?
faq.items.1.a	Nie. Klienci rezerwują przez widget na Twojej stronie, Telegram, WhatsApp lub Instagram — a także przez aplikację klienta w Twoim kolorze i z Twoim logo. Nie ma wspólnego katalogu z innymi studiami.
faq.items.2.q	Kto w moim zespole widzi co?
faq.items.2.a	Są trzy role. Właściciel widzi wszystko. Administrator widzi harmonogram, klientów i przegląd. Trener widzi wyłącznie własne zajęcia i klientów. Ograniczenie działa w interfejsie i na serwerze: nie ma drogi do cudzych danych.
faq.items.3.q	Czy mogę prowadzić kilka studiów lub obiektów?
faq.items.3.a	Tak, i nie zależy to od planu. Jedno konto może należeć do kilku studiów i przełączać się między nimi, a w studiu konfigurujesz obiekty i sale.
faq.items.4.q	Czy jest ciemny motyw i inne języki?
faq.items.4.a	Tak. Interfejs przełącza motyw jasny i ciemny oraz obsługuje 22 języki, w tym angielski, rosyjski, ukraiński, czeski i niemiecki. Strefę czasową, walutę i język wybierasz podczas wdrożenia.
faq.items.5.q	Co stanie się z moimi danymi, jeśli zdecyduję się odejść?
faq.items.5.a	Dane są Twoje. Ustawienia oferują eksport CSV klientów, harmonogramu, finansów i karnetów, a usunięcie odbywa się na Twoje żądanie.
faq.notFoundTitle	Nie znalazłeś odpowiedzi?
faq.notFoundLead	Napisz do nas — odpowiadamy osobiście, bez botów i bez kolejki.
faq.copied	Skopiowano
about.label	o nas
about.title	Velorę tworzą ludzie,\nktórzy sami prowadzili studia
about.lead	Nie budujemy „CRM dla wszystkich”. Budujemy narzędzie do konkretnej pracy — harmonogramu, klientów, pieniędzy i komunikacji — i sami odpowiadamy na pytania zamiast wysyłać gotowe odpowiedzi.
about.p1	Klienci studia pozostają jego klientami. Velora nie tworzy wspólnego katalogu, nie pokazuje Twoim klientom reklam innych firm i nie pobiera prowizji, gdy ktoś do Ciebie wraca.
about.p2	Obecnie produkt jest zbudowany dla studiów jogi i pilatesu — dla sposobu, w jaki naprawdę działają ich harmonogramy, karnety i trenerzy. Inne branże pojawią się z taką samą uważnością.
cta.eyebrow	Zacznij dziś
cta.titleTop	Gotowi, by zrobić
cta.titleAccent	kolejny krok?
cta.lead	30 dni za darmo. Bez karty. Bez zobowiązań. Wypróbuj — poczujesz różnicę.
cta.register	Zarejestruj się za darmo
cta.whatsapp	Napisz do nas na WhatsAppie
footer.tagline	Premium CRM dla studiów jogi i pilatesu. Rezerwacje, klienci, pieniądze i AI w jednym miejscu.
footer.columns.product.title	Produkt
footer.columns.product.features	Funkcje
footer.columns.product.modules	Moduły
footer.columns.product.booking	Rezerwacje online
footer.columns.product.ai	Velora AI
footer.columns.product.pricing	Cennik
footer.columns.company.title	Firma
footer.columns.company.difference	Nasza różnica
footer.columns.company.about	O nas
footer.columns.company.faq	Pytania i odpowiedzi
footer.columns.company.support	Wsparcie
footer.columns.docs.title	Dokumenty
footer.columns.docs.terms	Warunki korzystania
footer.columns.docs.privacy	Polityka prywatności
footer.columns.docs.cookies	Polityka cookies
footer.columns.docs.dpa	Przetwarzanie danych
footer.columns.docs.cookieSettings	Ustawienia cookies
footer.columns.docs.support	Wsparcie
footer.copyright	© 2026 Velora. Wszelkie prawa zastrzeżone.
screens.journal	Dzienny harmonogram
screens.booking	Rezerwacja online
screens.finance	Płatność za wizytę
screens.notify	Zdarzenie × kanał
screens.ai	Velora AI
art.journal	Harmonogram
art.journalToday	Dzisiaj — 12 zajęć
art.weekdays.0	P
art.weekdays.1	W
art.weekdays.2	Ś
art.weekdays.3	C
art.weekdays.4	P
art.weekdays.5	S
art.weekdays.6	N
art.finance	Finanse
art.financeValue	1,8 tys. €
art.financeLabel	przychód w tym miesiącu
art.clients	Klienci
art.clientsLabel	klienci, +12 w tym tygodniu
art.questions_one	{{count}} pytanie
art.questions_few	{{count}} pytania
art.questions_many	{{count}} pytań
art.open	otwórz
