== fr
about.title	Velora est conçue par des personnes\nqui ont elles-mêmes géré des studios
about.lead	Nous ne créons pas un « CRM pour tous ». Nous créons un outil pour un travail précis — planning, clients, finances, communication — et répondons nous-mêmes aux questions au lieu d’envoyer une réponse toute faite.
about.p1	Les clients d’un studio restent ses clients. Velora ne crée pas de catalogue partagé, ne montre pas à vos clients les publicités d’autrui et ne prélève pas de commission parce qu’une personne revient chez vous.
about.p2	Le produit est aujourd’hui conçu pour les studios de yoga et de Pilates — selon le fonctionnement réel de leur planning, de leurs abonnements et de leurs coachs. D’autres secteurs suivront, avec la même attention.
cta.eyebrow	Commencez aujourd’hui
cta.titleTop	Prêt à passer
cta.titleAccent	au niveau supérieur ?
cta.lead	30 jours gratuits. Sans carte. Sans engagement. Essayez — vous sentirez la différence.
cta.register	Créer un compte gratuitement
cta.whatsapp	Nous écrire sur WhatsApp
footer.tagline	Un CRM haut de gamme pour les studios de yoga et de Pilates. Réservations, clients, finances et IA au même endroit.
footer.columns.product.title	Produit
footer.columns.product.features	Fonctionnalités
footer.columns.product.modules	Modules
footer.columns.product.booking	Réservation en ligne
footer.columns.product.ai	Velora AI
footer.columns.product.pricing	Tarifs
footer.columns.company.title	Entreprise
footer.columns.company.difference	Nos différences
footer.columns.company.about	À propos
footer.columns.company.faq	Questions et réponses
footer.columns.company.support	Assistance
footer.columns.docs.title	Documents
footer.columns.docs.terms	Conditions d’utilisation
footer.columns.docs.privacy	Politique de confidentialité
footer.columns.docs.cookies	Politique relative aux cookies
footer.columns.docs.dpa	Traitement des données
footer.columns.docs.cookieSettings	Paramètres des cookies
footer.columns.docs.support	Assistance
footer.copyright	© 2026 Velora. Tous droits réservés.
screens.journal	Planning journalier
screens.booking	Réservation en ligne
screens.finance	Paiement de visite
screens.notify	Événement × canal
screens.ai	Velora AI
art.journal	Planning
art.journalToday	Aujourd’hui — 12 cours
art.weekdays.0	L
art.weekdays.1	M
art.weekdays.2	M
art.weekdays.3	J
art.weekdays.4	V
art.weekdays.5	S
art.weekdays.6	D
art.finance	Finances
art.financeValue	1,8 k€
art.financeLabel	chiffre d’affaires ce mois-ci
art.clients	Clients
art.clientsLabel	clients, +12 cette semaine
art.questions_one	{{count}} question
art.questions_other	{{count}} questions
art.open	ouvrir
